Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Cluster_KMeans,Cluster_Agglomerative,Cluster_DBSCAN,PCA1,PCA2
S5500,Ahmed,Smith,student4500@university.com,Male,18,Mathematics,58.61,53.43,54.42,75.4,91.12,22.5,65.26,62.7445,D,19.8,No,Yes,PhD,Low,7,6.7,2,3,-1,-1.6584570793746054,-1.0724047817306588
S5501,Ali,Jones,student4501@university.com,Female,20,CS,74.31,96.12,76.27,86.32,57.99,85.1,66.4,76.4075,C,9.3,Yes,No,,Medium,5,8.9,0,1,-1,0.8825858331958603,0.3419550533779374
S5502,Ahmed,Jones,student4502@university.com,Male,24,CS,86.7,65.95,75.31,67.48,97.21,6.5,84.85,74.343,C,20.0,Yes,No,High School,Low,1,8.3,1,1,-1,0.5346594336055708,0.2151189569733406
S5503,Ali,Smith,student4503@university.com,Male,19,CS,88.7,42.52,77.84,87.44,70.54,40.7,63.54,67.105,D,17.5,No,No,Bachelor's,Low,5,4.0,0,0,-1,-0.8105279456255029,-0.5375389433268797
S5504,Maria,Brown,student4504@university.com,Female,20,CS,89.23,48.33,49.53,71.92,93.02,74.80000000000001,64.3,62.752,D,5.7,No,Yes,PhD,Medium,4,4.9,2,3,-1,-1.703621555937862,-2.078844540441124
S5505,John,Smith,student4505@university.com,Female,18,Mathematics,61.41,44.74,57.14,58.59,61.02,0.4,78.52,59.4625,F,13.0,No,No,PhD,High,3,8.6,2,3,-1,-2.31237883568692,-0.3770427872430812
S5506,Ali,Davis,student4506@university.com,Male,19,Mathematics,59.63,75.33,52.58,54.53,51.45,87.8,59.67,60.06,D,9.8,Yes,No,Bachelor's,Medium,1,6.7,2,0,-1,-2.3175203393980843,-0.09974920846397434
S5507,Sara,Johnson,student4507@university.com,Female,20,Engineering,79.5,51.2,72.43,85.53,78.67,70.6,68.24,70.486,C,14.8,Yes,No,,Medium,9,7.8,0,0,-1,-0.16968889258386416,-1.1931454622933402
S5508,Liam,Jones,student4508@university.com,Female,20,Engineering,87.05,69.91,67.66,69.29,66.23,7.3,52.9,60.653000000000006,D,11.0,Yes,No,,Low,4,6.5,2,3,-1,-2.1481530870666234,0.7253153422779333
S5509,Liam,Johnson,student4509@university.com,Male,19,Engineering,65.96,62.2,59.82,95.64,99.22,89.5,97.63,82.317,B,25.9,Yes,No,PhD,Low,3,7.9,1,1,-1,2.136544947378942,-1.723312298738034
S5510,Ali,Davis,student4510@university.com,Male,20,Business,55.24,88.23,87.16,77.01,55.22,48.7,65.87,74.29400000000001,C,22.4,Yes,No,Master's,Medium,8,4.7,0,0,-1,0.4974969001028786,1.2694795496106852
S5511,Liam,Davis,student4511@university.com,Female,20,Engineering,85.84,59.23,45.64,67.42,52.37,65.19999999999999,92.5,66.6545,D,23.5,No,No,,Low,7,7.7,3,3,-1,-1.0145215426070986,0.38750338336654777
S5512,Ahmed,Jones,student4512@university.com,Male,19,Mathematics,64.98,67.5,98.49,67.45,52.25,88.2,76.5,77.45,C,14.0,Yes,Yes,,High,6,8.3,1,2,-1,1.120920277494016,0.18038080302572287
S5513,Omar,Jones,student4513@university.com,Female,24,Business,58.32,83.28,46.99,56.57,60.84,88.10000000000001,61.41,61.637,D,5.1,Yes,No,Master's,Low,6,5.3,2,0,-1,-2.0120633573604403,-0.5247904904138998
S5514,Omar,Davis,student4514@university.com,Female,20,Mathematics,57.39,66.0,86.38,79.69,78.96,40.9,59.67,71.2905,C,10.5,Yes,Yes,,High,2,5.8,0,0,-1,-0.0017843111769429833,-0.7527586965574088
S5515,Liam,Williams,student4515@university.com,Female,20,Business,65.75,87.59,62.09,79.11,75.28,23.8,84.75,74.6705,C,23.9,Yes,Yes,Master's,Medium,9,7.0,3,1,-1,0.5748368888631347,0.7934898229992382
S5516,Maria,Johnson,student4516@university.com,Female,24,Engineering,79.63,79.7,91.92,90.0,67.5,25.7,98.24,85.942,B,20.1,Yes,No,Bachelor's,Low,1,8.3,1,1,-1,2.804439179814181,0.8410349284489828
S5517,Emma,Johnson,student4517@university.com,Male,21,Engineering,67.92,64.63,44.45,60.06,54.44,76.6,59.15,56.835,F,18.5,Yes,No,High School,Low,4,8.5,2,3,-1,-2.9303359466600245,0.06503127613717852
S5518,Maria,Williams,student4518@university.com,Female,23,Engineering,51.03,70.24,62.48,64.54,61.69,92.9,55.77,63.382000000000005,D,12.0,No,Yes,High School,High,4,6.7,2,0,-1,-1.621294544234059,-0.6958567320983251
S5519,Emma,Brown,student4519@university.com,Male,21,Business,54.85,98.03,60.13,54.86,59.21,7.199999999999999,69.35,65.05199999999999,D,6.9,No,Yes,Bachelor's,High,9,7.3,2,3,-1,-1.3377644663943096,1.0600438356082804
S5520,Omar,Johnson,student4520@university.com,Female,18,Mathematics,64.53,79.7,99.59,64.77,87.28,1.5,69.69,76.278,C,24.6,Yes,No,,Medium,3,8.4,0,0,-1,0.904924613832507,1.2852684734920077
S5521,Omar,Smith,student4521@university.com,Female,21,CS,82.99,94.3,99.13,71.41,89.0,82.30000000000001,90.31,89.747,B,6.0,No,No,High School,Medium,9,5.2,1,1,-1,3.4740413977283713,-0.14813265547889087
S5522,Ali,Davis,student4522@university.com,Male,21,Mathematics,54.93,50.73,51.39,98.2,88.85,38.7,73.44,68.039,D,6.5,No,Yes,Bachelor's,Medium,2,8.1,3,3,-1,-0.5560893745008151,-2.68452855110702
S5523,John,Davis,student4523@university.com,Female,18,Engineering,78.03,68.99,77.8,82.65,98.45,27.6,53.12,69.357,D,12.4,Yes,No,High School,Medium,1,5.3,0,0,-1,-0.39868269706791776,-0.6429993058434655
S5524,Sara,Williams,student4524@university.com,Male,20,Business,55.99,94.52,72.13,89.14,94.21,18.8,96.03,84.7515,B,19.3,Yes,No,,High,7,6.9,1,1,-1,2.5833389820474864,-0.05880345151127698
S5525,Maria,Johnson,student4525@university.com,Male,20,Business,60.58,59.36,49.26,66.28,74.89,34.6,68.66,60.978,D,29.8,Yes,Yes,Master's,Low,2,8.7,2,3,-1,-2.0693092936964548,0.18545386213660742
S5526,Ahmed,Brown,student4526@university.com,Female,21,Engineering,58.61,98.06,50.07,57.23,70.75,97.1,83.43,72.77,C,7.3,No,Yes,Bachelor's,Low,1,6.6,3,0,-1,0.12562157068096585,-0.36861197170707727
S5527,Emma,Johnson,student4527@university.com,Female,18,Business,53.36,45.82,99.36,62.84,95.79,97.7,83.37,80.614,B,16.8,Yes,Yes,High School,Medium,9,4.5,1,1,-1,1.8094670456609379,-1.8568801181655787
S5528,Liam,Davis,student4528@university.com,Female,20,Engineering,83.57,94.16,67.16,62.82,80.56,33.2,52.82,65.899,D,20.0,No,Yes,,Low,8,8.5,2,0,-1,-1.2077897159739217,1.467658258232754
S5529,Ahmed,Jones,student4529@university.com,Female,22,Mathematics,73.17,66.71,47.55,79.16,64.72,96.4,50.18,60.114,D,25.6,Yes,No,High School,Medium,3,6.9,2,0,-1,-2.276419552284619,-0.10175592015954846
S5530,John,Smith,student4530@university.com,Male,19,Business,91.55,44.42,52.89,67.07,78.22,30.0,54.4,55.588,F,22.2,No,No,,Low,2,4.4,2,3,-1,-3.1144638081326352,-0.0832545180737932
S5531,Emma,Williams,student4531@university.com,Female,19,CS,54.94,92.77,56.1,92.87,99.61,85.39999999999999,97.83,85.451,B,25.2,Yes,Yes,,Low,1,4.1,1,1,-1,2.689955817094269,-0.9175922681125147
S5532,Maria,Jones,student4532@university.com,Female,23,Business,57.24,55.12,70.66,99.43,92.47,21.200000000000003,89.7,78.0645,C,18.1,No,No,,Low,10,5.3,3,0,-1,1.3887109452734214,-1.5896592080764371
S5533,Ali,Brown,student4533@university.com,Female,19,Engineering,65.32,41.34,60.13,67.16,64.06,82.6,56.6,58.8235,F,15.8,Yes,Yes,,Low,4,4.6,2,3,-1,-2.4593008475047613,-1.193557323495059
S5534,Ahmed,Jones,student4534@university.com,Female,21,CS,88.29,48.15,67.3,85.25,97.65,35.4,80.74,72.592,C,20.5,Yes,No,Bachelor's,High,6,7.1,3,0,-1,0.2523498433307698,-1.0599735034764624
S5535,John,Jones,student4535@university.com,Female,19,Engineering,65.29,79.55,49.99,82.87,99.07,19.6,80.6,71.9275,C,27.5,Yes,No,Master's,Low,2,7.0,3,1,-1,0.07238014337097133,-0.0765508863006417
S5536,Maria,Brown,student4536@university.com,Male,19,Business,70.42,98.67,59.6,59.72,61.56,93.5,50.03,64.49849999999999,D,18.8,Yes,No,Bachelor's,High,6,8.2,2,0,-1,-1.5188498718227759,1.1529570437825147
S5537,Omar,Jones,student4537@university.com,Female,22,CS,65.08,46.69,44.22,95.9,94.78,21.4,71.45,64.4265,D,20.1,Yes,Yes,High School,High,5,6.6,3,3,-1,-1.2815388388667015,-1.8042608793832613
S5538,Omar,Williams,student4538@university.com,Male,20,CS,54.01,67.72,93.38,59.97,94.16,99.2,85.59,82.5515,B,13.4,Yes,Yes,Bachelor's,High,1,5.3,1,1,-1,2.1315247526339496,-1.3149595955500815
S5539,Maria,Davis,student4539@university.com,Female,22,Business,96.97,50.84,51.93,86.85,51.99,10.9,59.34,57.182,F,19.9,No,Yes,Bachelor's,Low,10,4.3,2,0,-1,-2.785057926583483,0.6005232598776448
S5540,Maria,Johnson,student4540@university.com,Female,21,CS,77.43,84.7,85.41,67.38,83.48,1.0,92.55,80.32749999999999,B,20.7,No,Yes,High School,Medium,7,4.1,1,1,-1,1.6701631270208126,1.2187325096095778
S5541,Maria,Jones,student4541@university.com,Female,19,Mathematics,89.39,47.08,60.97,68.35,65.26,87.10000000000001,83.02,68.344,D,23.8,No,No,Master's,Medium,7,8.6,3,3,-1,-0.660388856078211,-0.2910553861558317
S5542,Emma,Williams,student4542@university.com,Male,24,CS,82.92,54.39,68.46,72.77,83.73,58.7,50.35,62.602,D,19.3,Yes,Yes,Bachelor's,High,5,4.7,2,3,-1,-1.7468524695416756,-0.4471602971343734
S5543,Maria,Johnson,student4543@university.com,Female,20,CS,75.71,51.78,57.48,93.23,95.68,42.2,92.75,75.6245,C,9.9,No,No,,High,4,6.5,3,2,-1,0.8792968962748351,-2.200607275967647
S5544,Ahmed,Johnson,student4544@university.com,Male,23,Mathematics,54.48,73.15,81.79,57.01,74.94,8.2,50.97,63.16649999999999,D,19.5,Yes,Yes,Bachelor's,Low,2,8.0,2,0,-1,-1.6476372434519782,0.8723835292062826
S5545,John,Jones,student4545@university.com,Male,23,Engineering,82.14,92.39,90.67,52.73,70.72,57.5,94.4,82.7025,B,12.4,No,Yes,High School,Medium,7,8.6,1,1,-1,2.0567393693346108,1.1605755126476838
S5546,Emma,Williams,student4546@university.com,Female,19,Engineering,57.77,70.67,57.18,70.1,96.08,39.4,66.69,66.99549999999999,D,7.2,Yes,No,Master's,High,8,5.0,2,0,-1,-0.865667400042042,-1.4601841563680933
S5547,Maria,Davis,student4547@university.com,Male,19,Mathematics,70.72,43.49,54.53,52.78,98.71,48.4,84.93,65.843,D,25.6,No,No,Bachelor's,Medium,9,5.2,3,3,-1,-1.113902486057539,-0.9769623839557598
S5548,Sara,Jones,student4548@university.com,Female,23,CS,81.46,73.8,80.89,84.38,53.11,63.0,89.37,79.22149999999999,C,6.7,No,Yes,Bachelor's,Medium,6,4.9,1,1,-1,1.4823072169883997,-0.10256329588792824
S5549,Liam,Brown,student4549@university.com,Female,23,Business,89.11,87.85,51.71,88.02,96.14,64.0,64.06,71.34,C,20.8,No,No,High School,Low,2,4.8,3,0,-1,-0.09894532945416633,-0.09283102206500982
S5550,Sara,Johnson,student4550@university.com,Male,24,Mathematics,84.25,47.93,78.39,92.74,54.14,96.1,67.82,71.263,C,29.7,Yes,Yes,PhD,High,1,6.3,0,0,-1,-0.047163436689066494,0.03671651897227478
S5551,John,Jones,student4551@university.com,Female,21,Business,83.58,44.36,45.67,87.19,66.86,65.5,75.48,63.755,D,7.2,Yes,No,PhD,Low,2,7.2,2,0,-1,-1.4699645865331032,-1.8285830846807787
S5552,Omar,Johnson,student4552@university.com,Female,19,Engineering,57.45,51.27,77.21,95.82,88.13,33.9,79.13,75.613,C,10.5,Yes,Yes,Bachelor's,Medium,3,7.5,1,0,-1,0.9155205156981283,-1.9740873385266706
S5553,Ali,Williams,student4553@university.com,Male,23,Mathematics,67.31,84.77,70.8,87.42,88.85,33.0,64.6,73.44349999999999,C,24.0,No,Yes,,Medium,1,5.6,0,0,-1,0.3618893258372765,0.33390795756498337
S5554,Ali,Smith,student4554@university.com,Male,24,Business,52.15,75.5,46.83,96.8,86.29,47.7,99.62,78.4525,C,7.4,Yes,Yes,Bachelor's,High,5,7.1,3,2,-1,1.4115895874956375,-2.0677753783598725
S5555,Liam,Jones,student4555@university.com,Male,18,CS,85.97,72.44,78.95,59.66,51.96,25.9,86.85,72.0985,C,25.8,Yes,No,PhD,High,7,4.0,3,1,-1,0.02608372603376271,1.998241849689692
S5556,Omar,Davis,student4556@university.com,Male,23,Mathematics,97.63,54.97,66.79,74.99,56.65,37.6,63.71,62.8495,D,5.0,Yes,Yes,Bachelor's,Low,9,8.4,2,0,-1,-1.699928048949544,-0.1751753160766147
S5557,Emma,Jones,student4557@university.com,Male,20,Business,63.21,59.93,53.03,99.7,96.81,84.2,82.02,75.699,C,27.2,No,No,,Low,6,8.3,3,2,-1,0.860547323836153,-1.7191126035973714
S5558,Emma,Johnson,student4558@university.com,Male,20,Mathematics,54.38,97.95,61.2,84.08,54.07,86.0,71.77,73.8425,C,6.7,Yes,Yes,Master's,Low,8,6.7,3,2,-1,0.3993677597178705,-0.22946202837883178
S5559,Emma,Williams,student4559@university.com,Female,18,Mathematics,73.78,54.44,69.53,93.93,53.93,62.8,93.02,76.077,C,28.0,Yes,Yes,Bachelor's,High,2,5.2,3,1,-1,0.9115491213222172,0.01371301603047583
S5560,Ali,Brown,student4560@university.com,Male,21,Engineering,92.83,94.1,45.49,51.52,91.78,58.3,66.45,65.2435,D,26.6,No,Yes,High School,High,5,8.9,2,0,-1,-1.395536758671609,1.3444087705656014
S5561,Sara,Davis,student4561@university.com,Male,19,Engineering,77.6,74.83,97.46,93.59,82.06,42.7,59.39,77.786,C,18.5,No,Yes,,High,9,8.1,0,0,-1,1.2374698046053092,0.1964677619016959
S5562,Ali,Williams,student4562@university.com,Female,19,CS,52.34,47.4,79.93,84.89,67.58,63.6,52.31,65.45700000000001,D,24.4,No,Yes,Bachelor's,Medium,7,4.1,0,0,-1,-1.117692447377009,-0.6994219201688266
S5563,Ahmed,Jones,student4563@university.com,Female,23,Engineering,98.71,68.04,46.15,58.54,58.29,80.60000000000001,99.22,70.14949999999999,C,6.9,No,Yes,PhD,Low,7,6.3,3,2,-1,-0.3711270381774038,-0.2531899189654887
S5564,Maria,Brown,student4564@university.com,Male,20,Engineering,91.43,96.91,89.37,51.28,94.21,73.8,67.96,78.07,C,8.4,Yes,Yes,Bachelor's,Low,3,4.5,1,1,-1,1.1347857367198901,0.6115010930762859
S5565,Emma,Williams,student4565@university.com,Male,21,Engineering,56.58,65.11,59.35,63.0,99.43,3.5,61.03,62.481,D,14.2,Yes,Yes,PhD,High,3,4.7,2,3,-1,-1.7370666731811628,-0.7584991325031029
S5566,Sara,Smith,student4566@university.com,Female,21,Business,96.09,91.8,75.81,95.79,52.5,73.1,74.59,78.37299999999999,C,18.4,Yes,No,High School,High,2,4.0,1,1,-1,1.2541600524862175,1.2219260330257156
S5567,John,Davis,student4567@university.com,Male,21,Mathematics,72.53,55.39,56.63,83.41,77.71,72.0,64.58,65.7225,D,26.7,No,No,Master's,Low,9,7.4,2,3,-1,-1.1260536386195574,-0.589166904707381
S5568,Liam,Johnson,student4568@university.com,Male,23,Engineering,68.59,74.26,84.0,95.97,63.07,9.9,61.65,71.8315,C,18.6,No,No,PhD,Medium,4,5.3,0,0,-1,0.09773544908766042,0.6489306799490699
S5569,John,Williams,student4569@university.com,Female,19,Business,73.05,90.63,83.38,72.31,91.62,15.0,80.82,79.44399999999999,C,21.6,Yes,No,Bachelor's,Low,9,5.5,1,1,-1,1.4962346807494926,0.9637569565785377
S5570,Maria,Williams,student4570@university.com,Male,21,Mathematics,91.73,95.24,73.12,96.83,67.3,78.8,53.74,73.88250000000001,C,22.0,Yes,No,High School,High,4,4.2,0,1,-1,0.3772332262302139,1.0756485433557927
S5571,Sara,Smith,student4571@university.com,Female,23,Engineering,82.97,69.15,54.46,73.15,85.73,55.9,75.45,68.96300000000001,D,26.9,Yes,No,,Low,8,4.0,3,1,-1,-0.5513944255639657,0.15054429632713365
S5572,Ali,Jones,student4572@university.com,Male,23,Engineering,52.96,78.38,55.22,60.21,76.98,82.2,69.37,67.2125,D,24.4,No,Yes,Bachelor's,Low,1,8.0,2,0,-1,-0.911439343813997,-0.029444118932951374
S5573,Ali,Davis,student4573@university.com,Female,18,Mathematics,97.88,40.18,62.97,57.57,77.08,18.5,76.63,62.027,D,29.4,No,Yes,,Low,1,7.3,2,3,-1,-1.879929387520625,0.661773883917623
S5574,Ahmed,Davis,student4574@university.com,Female,22,Business,57.39,55.19,48.7,99.69,92.9,3.1,66.02,64.65799999999999,D,5.5,Yes,No,PhD,Medium,6,5.9,2,3,-1,-1.2062192653888142,-2.296007604498912
S5575,Ahmed,Johnson,student4575@university.com,Female,21,Business,87.28,56.72,60.26,66.69,73.52,16.200000000000003,78.52,65.2945,D,10.2,No,No,High School,High,6,4.3,2,3,-1,-1.219344294886327,-0.25739152120479286
S5576,Ali,Williams,student4576@university.com,Male,22,CS,81.81,45.61,81.06,58.0,92.28,45.3,54.09,63.5265,D,28.3,Yes,Yes,Master's,Low,7,7.9,2,3,-1,-1.5742430299768846,0.10623412754156268
S5577,John,Brown,student4577@university.com,Female,19,Mathematics,59.38,56.78,89.85,50.42,68.17,52.3,68.81,68.6175,D,24.8,No,Yes,Bachelor's,Medium,7,8.6,0,0,-1,-0.5979250826476626,0.5766223321280387
S5578,Liam,Williams,student4578@university.com,Male,23,CS,58.54,59.27,59.95,64.28,58.74,85.8,61.87,62.245,D,11.7,No,No,High School,Low,10,6.6,2,0,-1,-1.8276441025246828,-0.840093976792542
S5579,Emma,Johnson,student4579@university.com,Female,24,Business,93.52,98.13,54.02,94.46,72.77,71.6,71.9,74.8205,C,29.4,Yes,Yes,High School,Medium,3,4.7,3,1,-1,0.5362521717674537,1.281317818696372
S5580,John,Williams,student4580@university.com,Female,21,Engineering,70.98,80.12,89.96,76.7,74.92,99.0,69.92,79.431,C,26.7,No,Yes,Master's,High,9,7.3,0,1,-1,1.4745847009727424,0.510459269641588
S5581,Liam,Smith,student4581@university.com,Female,24,CS,82.73,65.56,93.44,81.62,73.92,7.9,81.56,77.69200000000001,C,6.6,Yes,No,PhD,High,9,4.4,1,0,-1,1.2368348391565394,-0.09390770441221179
S5582,Ahmed,Williams,student4582@university.com,Male,20,Business,75.2,99.28,64.6,96.12,90.42,13.0,81.44,79.58399999999999,C,25.3,No,No,Master's,Medium,3,4.8,1,1,-1,1.5406480737021029,0.877706758680113
S5583,Maria,Williams,student4583@university.com,Male,19,Business,86.37,49.19,41.61,75.64,78.23,8.4,70.67,58.571000000000005,F,24.6,No,No,Master's,Medium,7,6.4,2,3,-1,-2.513468546314503,-0.05880818068432891
S5584,Liam,Brown,student4584@university.com,Female,18,Engineering,73.96,68.56,81.7,91.91,94.42,53.8,59.08,74.3515,C,10.5,No,Yes,Master's,Low,4,5.2,0,0,-1,0.5913796634256278,-1.1902759256682567
S5585,Ali,Smith,student4585@university.com,Male,18,Mathematics,64.37,78.82,87.04,66.19,75.71,26.7,79.1,76.1475,C,21.7,Yes,No,,Medium,6,8.7,1,1,-1,0.866965145446107,0.8883489279630776
S5586,Ahmed,Smith,student4586@university.com,Male,22,Business,68.17,43.33,41.08,98.86,61.24,68.4,98.33,70.64150000000001,C,29.3,No,Yes,Bachelor's,High,6,8.0,3,3,-1,-0.11376347945312901,-1.1338719304552012
S5587,Ahmed,Williams,student4587@university.com,Male,23,CS,92.95,83.02,75.7,53.94,56.47,13.3,59.27,63.562,D,21.9,Yes,No,Master's,High,5,5.4,2,3,-1,-1.6734146529513574,2.509599122012911
S5588,Emma,Davis,student4588@university.com,Female,22,Engineering,73.4,45.99,75.3,86.24,93.42,10.3,53.45,64.5515,D,25.3,No,No,Bachelor's,High,6,8.8,0,0,-1,-1.282151940951897,-0.5087049963937303
S5589,Ali,Brown,student4589@university.com,Male,20,Mathematics,60.67,48.42,62.72,83.03,52.81,46.0,63.23,61.94749999999999,D,7.5,Yes,No,Master's,High,7,5.9,2,0,-1,-1.800356060004074,-1.1712452236481876
S5590,Emma,Williams,student4590@university.com,Female,20,Mathematics,96.73,49.58,84.99,59.58,55.88,37.6,70.65,66.28450000000001,D,23.2,Yes,No,PhD,High,2,6.8,2,3,-1,-1.0699993520215445,1.2306429981071196
S5591,Ali,Williams,student4591@university.com,Female,18,Mathematics,89.83,95.73,65.69,69.44,53.18,82.89999999999999,65.31,70.254,C,10.1,Yes,Yes,PhD,High,7,6.8,0,1,-1,-0.38147061925486264,1.049842061131836
S5592,Emma,Johnson,student4592@university.com,Female,24,Business,52.78,80.99,80.61,65.64,71.19,83.80000000000001,91.74,80.97800000000001,B,6.8,Yes,No,Master's,High,7,7.2,1,1,-1,1.8094769932304646,-0.8012811410107608
S5593,Liam,Johnson,student4593@university.com,Male,21,Mathematics,99.95,79.33,71.03,54.72,76.63,11.7,74.65,68.50800000000001,D,18.8,Yes,No,High School,Low,7,5.2,2,3,-1,-0.6940654436158412,1.6302939899232984
S5594,John,Davis,student4594@university.com,Female,18,Business,84.75,73.33,54.91,79.24,50.99,81.19999999999999,62.31,64.465,D,23.8,Yes,No,Bachelor's,High,10,8.6,2,0,-1,-1.4542245372470988,0.7977663609486546
S5595,Maria,Brown,student4595@university.com,Male,18,Engineering,58.01,57.57,76.39,99.68,75.78,56.4,97.51,82.33600000000001,B,18.7,Yes,No,PhD,Medium,5,5.3,1,1,-1,2.1907846990681668,-1.350994208785107
S5596,Maria,Jones,student4596@university.com,Male,24,Engineering,61.86,77.25,84.21,77.98,69.69,50.4,56.25,70.70100000000001,C,28.3,No,No,,Medium,3,7.3,0,0,-1,-0.18877481918635008,0.977087823867042
S5597,Ali,Johnson,student4597@university.com,Female,24,Mathematics,84.62,64.61,98.43,77.26,88.68,9.5,56.15,72.076,C,22.4,Yes,No,High School,Low,5,7.8,0,0,-1,0.11636555710328128,0.7490832613003364
S5598,Sara,Jones,student4598@university.com,Female,20,Engineering,88.99,48.72,62.81,52.02,91.5,74.0,62.26,62.3415,D,7.9,Yes,Yes,PhD,High,1,8.4,2,3,-1,-1.8262987293982078,-1.3229519558252112
S5599,Omar,Smith,student4599@university.com,Female,24,CS,61.95,81.38,43.87,56.96,84.25,6.0,53.84,56.5955,F,28.4,Yes,No,High School,High,5,6.3,2,3,-1,-2.9777862377261584,1.12164272269107
S5600,Ahmed,Johnson,student4600@university.com,Male,22,CS,62.85,47.77,99.28,75.66,73.67,27.8,87.58,78.3655,C,8.8,No,No,Bachelor's,High,3,7.6,1,1,-1,1.4144212653866526,-1.0111194748327608
S5601,Ahmed,Johnson,student4601@university.com,Male,20,Business,65.36,51.44,77.43,99.26,60.81,9.5,65.64,68.21050000000001,D,24.0,Yes,No,High School,High,7,4.4,0,0,-1,-0.555003327707119,0.04022472344407768
S5602,Ali,Brown,student4602@university.com,Female,24,Mathematics,79.9,89.06,96.79,93.83,92.36,53.1,86.49,89.46900000000001,B,8.7,Yes,Yes,,High,4,7.9,1,1,-1,3.495676246407058,-0.4478691988328701
S5603,Liam,Davis,student4603@university.com,Female,23,Business,58.59,79.61,46.23,67.01,67.08,64.5,88.14,69.9255,D,30.0,No,Yes,High School,High,6,7.8,3,2,-1,-0.3855355464495616,0.5655155916893413
S5604,Emma,Jones,student4604@university.com,Male,20,Engineering,55.21,77.86,60.52,77.15,67.81,89.1,61.88,68.1815,D,13.3,Yes,Yes,PhD,Low,6,6.1,0,0,-1,-0.6790996105189872,-0.7132061871347587
S5605,Sara,Johnson,student4605@university.com,Male,20,Mathematics,83.94,65.09,48.04,77.64,95.8,73.4,75.92,69.4455,D,17.4,Yes,No,,Low,4,5.6,3,2,-1,-0.43142024500342385,-1.1752983579244018
S5606,John,Johnson,student4606@university.com,Female,18,Business,88.95,63.78,90.13,84.27,98.78,96.1,75.98,82.217,B,16.7,No,No,Bachelor's,Medium,1,5.9,1,0,-1,2.0738033360648567,-1.0964843690659427
S5607,Emma,Brown,student4607@university.com,Male,21,Mathematics,75.05,81.42,92.82,84.39,94.91,76.10000000000001,93.57,89.4435,B,7.5,Yes,No,PhD,Medium,3,4.5,1,1,-1,3.4859454035871416,-1.0979724513698474
S5608,Emma,Brown,student4608@university.com,Male,18,Mathematics,68.19,84.4,70.08,89.49,99.91,29.8,51.28,70.4685,C,17.4,Yes,Yes,Bachelor's,Medium,3,7.2,0,0,-1,-0.1981918259288423,-0.29875763700539404
S5609,Ali,Davis,student4609@university.com,Male,19,Business,71.6,70.61,51.2,51.25,93.45,54.8,65.84,62.916,D,8.7,Yes,No,Master's,High,6,8.6,2,0,-1,-1.7347921080750377,-0.8859697140156887
S5610,Ali,Jones,student4610@university.com,Male,20,Mathematics,69.42,98.16,47.63,97.18,85.22,45.8,94.12,80.2565,B,25.0,Yes,Yes,PhD,Low,10,7.3,3,1,-1,1.6619096444129993,0.19369987484335469
S5611,Liam,Smith,student4611@university.com,Male,24,Engineering,98.0,97.34,75.29,53.5,64.69,56.6,61.84,69.2995,D,29.0,No,No,High School,Low,8,6.9,0,0,-1,-0.6229010918126814,2.8245579273593773
S5612,Ahmed,Davis,student4612@university.com,Male,24,CS,88.4,64.75,70.38,73.81,97.65,57.2,56.84,68.056,D,25.2,Yes,Yes,Bachelor's,High,2,9.0,0,0,-1,-0.7124326794919777,-0.03626758273363712
S5613,Ali,Smith,student4613@university.com,Female,24,CS,60.4,89.24,81.69,95.98,93.83,70.19999999999999,78.81,84.7415,B,15.8,No,No,High School,High,6,6.7,1,1,-1,2.5836250353707126,-0.8039588393296755
S5614,Ali,Williams,student4614@university.com,Male,20,Mathematics,69.21,72.6,58.31,74.38,62.04,8.299999999999999,65.29,62.8305,D,5.1,Yes,Yes,,Low,7,5.7,2,0,-1,-1.6891870273587344,-0.08494788178780516
S5615,Ali,Johnson,student4615@university.com,Female,24,CS,77.2,70.71,64.14,53.18,74.46,74.7,73.36,67.80749999999999,D,5.9,No,No,Bachelor's,Medium,3,7.5,2,0,-1,-0.7964458711205222,-0.5522602881989919
S5616,Liam,Jones,student4616@university.com,Female,19,Mathematics,80.65,43.3,41.28,61.46,53.5,14.4,91.0,59.404,F,17.4,Yes,Yes,Bachelor's,Medium,1,6.6,2,3,-1,-2.364242630202916,-0.04290131478684763
S5617,Ahmed,Davis,student4617@university.com,Male,20,Business,73.41,74.44,76.61,78.93,97.67,2.6,76.03,74.864,C,22.0,No,No,,Medium,2,8.9,0,1,-1,0.6601570867124534,0.23217220462191168
S5618,John,Johnson,student4618@university.com,Female,24,Engineering,90.51,94.03,65.39,54.39,78.64,51.900000000000006,75.79,71.8065,C,25.5,No,No,,Medium,5,8.5,3,1,-1,-0.10141043267390072,1.7902892852289218
S5619,John,Jones,student4619@university.com,Female,20,CS,88.38,86.81,95.19,71.18,62.26,58.1,63.91,75.8,C,20.0,Yes,Yes,,Medium,1,8.7,0,1,-1,0.7382794451849143,1.670461386972822
